ID_Venta,Cantidad_Items_Total,Variedad_Items_Ticket,Subtotal_Total,Gasto_Utiles,Gasto_Fotocopiadora,Gasto_Otros,Precio_Promedio_Item,Ratio_Utiles,Departamento_Dominante,Es_Outlier_Monto,Segmento_Volumen_Ticket
VTA-0000498,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000499,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000500,45,1,3.6,0.0,3.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000501,4,1,2.4,2.4,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000502,3,3,12.5,12.5,0.0,0.0,4.1667,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000503,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000504,2,2,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000505,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000506,35,1,2.8,0.0,2.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000507,2,2,9.0,9.0,0.0,0.0,4.5,1.0,UTILES,False,Estándar Minorista
VTA-0000508,65,1,5.2,0.0,5.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000509,3,1,1.8,1.8,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000510,20,1,1.6,0.0,1.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000511,20,1,1.6,0.0,1.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000512,3,1,9.0,9.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000513,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000514,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000515,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000516,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000517,3,3,12.5,12.5,0.0,0.0,4.1667,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000518,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000519,1,1,6.0,6.0,0.0,0.0,6.0,1.0,UTILES,False,Estándar Minorista
VTA-0000520,1,1,9.0,9.0,0.0,0.0,9.0,1.0,UTILES,False,Estándar Minorista
VTA-0000521,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000522,20,1,2.0,0.0,2.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000523,2,2,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000524,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000525,2,2,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000526,10,1,1.0,1.0,0.0,0.0,0.1,1.0,UTILES,False,Estándar Minorista
VTA-0000527,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000528,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000529,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000530,2,2,3.0,3.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000531,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000532,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000533,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000534,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000535,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000536,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000537,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000538,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000539,2,1,5.0,5.0,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000540,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000541,14,1,7.0,0.0,7.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000542,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000543,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000544,7,1,0.7,0.0,0.7,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000545,312,1,25.0,0.0,25.0,0.0,0.0801,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000546,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000547,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000548,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000549,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000550,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000551,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000552,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000553,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000554,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000555,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000556,12,1,1.0,0.0,1.0,0.0,0.0833,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000557,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000558,2,2,8.0,8.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000559,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000560,3,1,1.5,0.0,1.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000561,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000562,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000563,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000564,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000565,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000566,2,1,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000567,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000568,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000569,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000570,4,1,7.0,7.0,0.0,0.0,1.75,1.0,UTILES,False,Estándar Minorista
VTA-0000571,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000572,1,1,9.0,9.0,0.0,0.0,9.0,1.0,UTILES,False,Estándar Minorista
VTA-0000573,5,4,7.5,7.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000574,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000575,58,1,4.6,0.0,4.6,0.0,0.0793,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000576,12,1,1.0,0.0,1.0,0.0,0.0833,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000577,39,1,3.1,0.0,3.1,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000578,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000579,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000580,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000581,5,1,1.0,0.0,1.0,0.0,0.2,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000582,2,1,1.0,0.0,1.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000583,2,2,5.0,5.0,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000584,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000585,1,1,9.0,9.0,0.0,0.0,9.0,1.0,UTILES,False,Estándar Minorista
VTA-0000586,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000587,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000588,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000589,2,2,3.5,3.5,0.0,0.0,1.75,1.0,UTILES,False,Estándar Minorista
VTA-0000590,2,2,3.0,3.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000591,5,2,5.0,5.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000592,84,1,6.7,0.0,6.7,0.0,0.0798,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000593,54,1,4.3,0.0,4.3,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000594,20,1,1.6,0.0,1.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000595,26,1,2.1,0.0,2.1,0.0,0.0808,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000596,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000597,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000598,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000599,2,2,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000600,115,1,9.2,0.0,9.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000601,183,2,18.0,0.0,18.0,0.0,0.0984,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000602,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000603,9,3,2.0,2.0,0.0,0.0,0.2222,1.0,UTILES,False,Estándar Minorista
VTA-0000604,5,2,1.6,1.6,0.0,0.0,0.32,1.0,UTILES,False,Estándar Minorista
VTA-0000605,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000606,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000607,6,2,0.8999999999999999,0.8999999999999999,0.0,0.0,0.15,1.0,UTILES,False,Estándar Minorista
VTA-0000608,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000609,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000610,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000611,18,9,18.0,18.0,0.0,0.0,1.0,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000612,34,1,2.7,0.0,2.7,0.0,0.0794,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000613,52,1,4.2,0.0,4.2,0.0,0.0808,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000614,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000615,88,1,7.0,0.0,7.0,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000616,115,1,9.2,0.0,9.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000617,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000618,12,1,1.0,0.0,1.0,0.0,0.0833,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000619,6,1,6.0,0.0,6.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000620,1,1,0.1,0.1,0.0,0.0,0.1,1.0,UTILES,False,Estándar Minorista
VTA-0000621,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000622,3,3,4.5,4.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000623,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000624,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000625,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000626,7,5,10.5,10.5,0.0,0.0,1.5,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000627,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000628,58,1,4.6,0.0,4.6,0.0,0.0793,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000629,109,1,8.7,0.0,8.7,0.0,0.0798,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000630,3,3,2.5,2.5,0.0,0.0,0.8333,1.0,UTILES,False,Estándar Minorista
VTA-0000631,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000632,24,3,6.0,6.0,0.0,0.0,0.25,1.0,UTILES,False,Estándar Minorista
VTA-0000633,1,1,5.5,5.5,0.0,0.0,5.5,1.0,UTILES,False,Estándar Minorista
VTA-0000634,8,5,12.5,12.5,0.0,0.0,1.5625,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000635,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000636,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000637,36,1,2.9,0.0,2.9,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000638,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000639,31,16,7.5,7.5,0.0,0.0,0.2419,1.0,UTILES,False,Estándar Minorista
VTA-0000640,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000641,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000642,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000643,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000644,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000645,4,4,4.0,4.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000646,1,1,6.0,6.0,0.0,0.0,6.0,1.0,UTILES,False,Estándar Minorista
VTA-0000647,7,4,13.0,13.0,0.0,0.0,1.8571,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000648,15,1,1.5,1.5,0.0,0.0,0.1,1.0,UTILES,False,Estándar Minorista
VTA-0000649,5,3,1.0,1.0,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000650,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000651,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000652,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000653,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000654,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000655,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000656,3,1,0.6,0.6,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000657,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000658,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000659,6,4,9.5,9.5,0.0,0.0,1.5833,1.0,UTILES,False,Estándar Minorista
VTA-0000660,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000661,49,1,3.9,0.0,3.9,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000662,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000663,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000664,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000665,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000666,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000667,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000668,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000669,24,1,1.9,0.0,1.9,0.0,0.0792,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000670,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000671,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000672,9,1,0.7,0.0,0.7,0.0,0.0778,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000673,5,1,0.5,0.0,0.5,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000674,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000675,230,1,18.4,0.0,18.4,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000676,25,1,25.0,0.0,25.0,0.0,1.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000677,4,1,8.0,0.0,8.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000678,205,2,18.3,0.0,18.3,0.0,0.0893,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000679,13,11,21.3,21.3,0.0,0.0,1.6385,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000680,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000681,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000682,3,3,4.5,4.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000683,4,4,6.8,6.8,0.0,0.0,1.7,1.0,UTILES,False,Estándar Minorista
VTA-0000684,2,1,0.2,0.0,0.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000685,80,1,6.4,0.0,6.4,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000686,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000687,34,1,2.7,0.0,2.7,0.0,0.0794,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000688,3,2,0.7,0.7,0.0,0.0,0.2333,1.0,UTILES,False,Estándar Minorista
VTA-0000689,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000690,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000691,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000692,4,3,8.7,8.7,0.0,0.0,2.175,1.0,UTILES,False,Estándar Minorista
VTA-0000693,3,3,4.0,4.0,0.0,0.0,1.3333,1.0,UTILES,False,Estándar Minorista
VTA-0000694,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000695,56,1,4.5,0.0,4.5,0.0,0.0804,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000696,54,1,4.3,0.0,4.3,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000697,8,1,8.0,0.0,8.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000698,3,2,2.5,0.0,2.5,0.0,0.8333,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000699,12,2,6.6,0.0,6.6,0.0,0.55,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000700,3,2,3.0,3.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000701,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000702,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000703,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000704,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000705,3,3,4.5,4.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000706,2,2,5.5,5.5,0.0,0.0,2.75,1.0,UTILES,False,Estándar Minorista
VTA-0000707,7,5,6.8,6.8,0.0,0.0,0.9714,1.0,UTILES,False,Estándar Minorista
VTA-0000708,3,3,4.5,4.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000709,54,1,4.3,0.0,4.3,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000710,32,1,2.6,0.0,2.6,0.0,0.0812,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000711,1,1,7.5,7.5,0.0,0.0,7.5,1.0,UTILES,False,Estándar Minorista
VTA-0000712,35,1,17.5,0.0,17.5,0.0,0.5,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000713,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000714,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000715,6,2,1.0,1.0,0.0,0.0,0.1667,1.0,UTILES,False,Estándar Minorista
VTA-0000716,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000717,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000718,3,2,3.0,3.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000719,2,1,0.2,0.0,0.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000720,44,1,3.5,0.0,3.5,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000721,38,1,3.0,0.0,3.0,0.0,0.0789,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000722,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000723,3,1,0.3,0.0,0.3,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000724,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000725,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000726,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000727,8,2,15.0,0.0,15.0,0.0,1.875,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000728,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000729,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000730,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000731,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000732,13,1,1.3,0.0,1.3,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000733,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000734,2,2,15.0,15.0,0.0,0.0,7.5,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000735,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000736,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000737,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000738,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000739,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000740,210,1,16.8,0.0,16.8,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000741,2,2,1.6,1.6,0.0,0.0,0.8,1.0,UTILES,False,Estándar Minorista
VTA-0000742,1,1,0.6,0.6,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000743,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000744,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000745,88,1,7.0,0.0,7.0,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000746,1,1,0.8,0.8,0.0,0.0,0.8,1.0,UTILES,False,Estándar Minorista
VTA-0000747,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000748,70,1,5.6,0.0,5.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000749,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000750,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
