ID,Metodo_Pago,total_monto,ID_Venta,n_items,diversidad_productos,n_departamentos,max_subtotal,std_subtotal,ticket_promedio_item,ratio_diversidad,Cluster_KMeans,Cluster_DBSCAN,Cluster_GMM,Cluster_Final
VTA-0000590,YAPE,3.0,VTA-0000590,2,2,1,1.5,0.0,1.5,1.0,0,2,2,0
VTA-0000591,YAPE,5.0,VTA-0000591,5,2,1,4.0,2.1213203435596424,1.0,0.4,1,-1,1,1
VTA-0000596,EFECTIVO,1.0,VTA-0000596,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000597,YAPE,3.0,VTA-0000597,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000598,EFECTIVO,3.0,VTA-0000598,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000599,YAPE,4.0,VTA-0000599,2,2,1,2.0,0.0,2.0,1.0,0,2,2,0
VTA-0000602,YAPE,2.5,VTA-0000602,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000603,EFECTIVO,2.0,VTA-0000603,9,3,1,1.0,0.3055050463303894,0.2222222222222222,0.3333333333333333,1,-1,1,1
VTA-0000604,YAPE,1.6,VTA-0000604,5,2,1,1.0,0.28284271247461906,0.32,0.4,1,2,1,1
VTA-0000605,EFECTIVO,1.0,VTA-0000605,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000606,YAPE,1.5,VTA-0000606,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000607,YAPE,0.9,VTA-0000607,6,2,1,0.6,0.21213203435596423,0.15,0.3333333333333333,1,2,1,1
VTA-0000608,EFECTIVO,1.0,VTA-0000608,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000609,EFECTIVO,1.0,VTA-0000609,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000610,EFECTIVO,6.5,VTA-0000610,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000614,YAPE,1.0,VTA-0000614,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000617,YAPE,2.5,VTA-0000617,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000618,EFECTIVO,1.0,VTA-0000618,12,1,1,1.0,0.0,0.08333333333333333,0.08333333333333333,1,0,1,1
VTA-0000619,EFECTIVO,6.0,VTA-0000619,6,1,1,6.0,0.0,1.0,0.16666666666666666,1,0,1,1
VTA-0000620,EFECTIVO,0.1,VTA-0000620,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000621,EFECTIVO,0.5,VTA-0000621,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000622,YAPE,4.5,VTA-0000622,3,3,1,1.5,0.0,1.5,1.0,0,-1,1,0
VTA-0000623,YAPE,2.0,VTA-0000623,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000624,YAPE,1.5,VTA-0000624,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000625,EFECTIVO,1.0,VTA-0000625,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000627,YAPE,1.0,VTA-0000627,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000630,EFECTIVO,2.5,VTA-0000630,3,3,1,1.0,0.28867513459481287,0.8333333333333334,1.0,0,-1,1,0
VTA-0000631,EFECTIVO,2.0,VTA-0000631,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000633,YAPE,5.5,VTA-0000633,1,1,1,5.5,0.0,5.5,1.0,2,1,0,2
VTA-0000635,EFECTIVO,1.0,VTA-0000635,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000638,YAPE,6.5,VTA-0000638,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000640,EFECTIVO,1.0,VTA-0000640,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000641,EFECTIVO,1.0,VTA-0000641,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000642,EFECTIVO,1.0,VTA-0000642,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000643,EFECTIVO,2.5,VTA-0000643,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000644,YAPE,2.5,VTA-0000644,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000645,EFECTIVO,4.0,VTA-0000645,4,4,1,1.0,0.0,1.0,1.0,1,-1,1,1
VTA-0000646,EFECTIVO,6.0,VTA-0000646,1,1,1,6.0,0.0,6.0,1.0,2,1,0,2
VTA-0000648,EFECTIVO,1.5,VTA-0000648,15,1,1,1.5,0.0,0.1,0.06666666666666667,1,0,1,1
VTA-0000649,EFECTIVO,1.0,VTA-0000649,5,3,1,0.4,0.11547005383792516,0.2,0.6,1,-1,1,1
VTA-0000650,YAPE,4.0,VTA-0000650,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000651,EFECTIVO,1.0,VTA-0000651,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000652,EFECTIVO,3.0,VTA-0000652,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000653,EFECTIVO,6.5,VTA-0000653,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000654,EFECTIVO,6.5,VTA-0000654,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000655,EFECTIVO,1.0,VTA-0000655,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000656,EFECTIVO,0.6,VTA-0000656,3,1,1,0.6,0.0,0.19999999999999998,0.3333333333333333,1,0,1,1
VTA-0000657,YAPE,4.0,VTA-0000657,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000658,EFECTIVO,2.0,VTA-0000658,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000659,EFECTIVO,9.5,VTA-0000659,6,4,1,3.0,0.75,1.5833333333333333,0.6666666666666666,1,-1,1,1
VTA-0000660,YAPE,3.0,VTA-0000660,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000662,EFECTIVO,2.0,VTA-0000662,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000663,YAPE,2.0,VTA-0000663,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000664,EFECTIVO,1.5,VTA-0000664,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000665,EFECTIVO,1.5,VTA-0000665,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000666,EFECTIVO,2.0,VTA-0000666,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000667,EFECTIVO,1.0,VTA-0000667,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000668,YAPE,1.5,VTA-0000668,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000670,YAPE,1.0,VTA-0000670,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000671,EFECTIVO,1.5,VTA-0000671,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000672,EFECTIVO,0.7,VTA-0000672,9,1,1,0.7,0.0,0.07777777777777778,0.1111111111111111,1,0,1,1
VTA-0000673,EFECTIVO,0.5,VTA-0000673,5,1,1,0.5,0.0,0.1,0.2,1,0,1,1
VTA-0000674,EFECTIVO,1.5,VTA-0000674,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000677,YAPE,8.0,VTA-0000677,4,1,1,8.0,0.0,2.0,0.25,2,0,2,2
VTA-0000680,EFECTIVO,3.0,VTA-0000680,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000681,EFECTIVO,3.0,VTA-0000681,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000682,YAPE,4.5,VTA-0000682,3,3,1,1.5,0.0,1.5,1.0,0,-1,1,0
VTA-0000683,EFECTIVO,6.8,VTA-0000683,4,4,1,2.3,0.3999999999999999,1.7,1.0,1,-1,1,1
VTA-0000684,EFECTIVO,0.2,VTA-0000684,2,1,1,0.2,0.0,0.1,0.5,0,0,0,0
VTA-0000686,EFECTIVO,1.5,VTA-0000686,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000688,YAPE,0.7,VTA-0000688,3,2,1,0.5,0.21213203435596423,0.2333333333333333,0.6666666666666666,0,2,1,0
VTA-0000689,EFECTIVO,3.0,VTA-0000689,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000690,YAPE,3.0,VTA-0000690,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000691,YAPE,3.0,VTA-0000691,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000692,EFECTIVO,8.7,VTA-0000692,4,3,1,8.0,4.419275958796871,2.175,0.75,2,-1,2,2
VTA-0000693,EFECTIVO,4.0,VTA-0000693,3,3,1,2.0,0.7637626158259734,1.3333333333333333,1.0,0,-1,1,0
VTA-0000694,EFECTIVO,1.0,VTA-0000694,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000697,EFECTIVO,8.0,VTA-0000697,8,1,1,8.0,0.0,1.0,0.125,1,-1,1,1
VTA-0000698,YAPE,2.5,VTA-0000698,3,2,1,2.0,1.0606601717798212,0.8333333333333334,0.6666666666666666,1,2,1,1
VTA-0000699,EFECTIVO,6.6,VTA-0000699,12,2,1,6.0,3.8183766184073566,0.5499999999999999,0.16666666666666666,1,-1,1,1
VTA-0000700,EFECTIVO,3.0,VTA-0000700,3,2,1,2.0,0.7071067811865476,1.0,0.6666666666666666,1,2,1,1
VTA-0000701,YAPE,7.0,VTA-0000701,1,1,1,7.0,0.0,7.0,1.0,2,1,0,2
VTA-0000702,EFECTIVO,3.0,VTA-0000702,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000703,YAPE,1.5,VTA-0000703,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000704,YAPE,2.0,VTA-0000704,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000705,EFECTIVO,4.5,VTA-0000705,3,3,1,1.5,0.0,1.5,1.0,0,-1,1,0
VTA-0000706,EFECTIVO,5.5,VTA-0000706,2,2,1,5.0,3.181980515339464,2.75,1.0,2,-1,2,2
VTA-0000707,YAPE,6.8,VTA-0000707,7,5,1,2.0,0.6308724118235001,0.9714285714285714,0.7142857142857143,1,-1,1,1
VTA-0000708,EFECTIVO,4.5,VTA-0000708,3,3,1,1.5,0.0,1.5,1.0,0,-1,1,0
VTA-0000711,EFECTIVO,7.5,VTA-0000711,1,1,1,7.5,0.0,7.5,1.0,2,1,0,2
VTA-0000713,EFECTIVO,0.5,VTA-0000713,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000714,EFECTIVO,1.0,VTA-0000714,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000715,YAPE,1.0,VTA-0000715,6,2,1,0.5,0.0,0.16666666666666666,0.3333333333333333,1,2,1,1
VTA-0000716,YAPE,0.5,VTA-0000716,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000717,EFECTIVO,4.0,VTA-0000717,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000718,EFECTIVO,3.0,VTA-0000718,3,2,1,2.0,0.7071067811865476,1.0,0.6666666666666666,1,2,1,1
VTA-0000719,EFECTIVO,0.2,VTA-0000719,2,1,1,0.2,0.0,0.1,0.5,0,0,0,0
VTA-0000722,EFECTIVO,2.0,VTA-0000722,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000723,EFECTIVO,0.3,VTA-0000723,3,1,1,0.3,0.0,0.09999999999999999,0.3333333333333333,1,0,1,1
VTA-0000724,EFECTIVO,1.5,VTA-0000724,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000725,EFECTIVO,7.0,VTA-0000725,1,1,1,7.0,0.0,7.0,1.0,2,1,0,2
VTA-0000726,EFECTIVO,2.0,VTA-0000726,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000728,YAPE,4.0,VTA-0000728,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000729,EFECTIVO,0.5,VTA-0000729,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000730,EFECTIVO,2.0,VTA-0000730,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000731,YAPE,4.0,VTA-0000731,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000732,EFECTIVO,1.3,VTA-0000732,13,1,1,1.3,0.0,0.1,0.07692307692307693,1,0,1,1
VTA-0000733,EFECTIVO,4.0,VTA-0000733,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000735,YAPE,3.0,VTA-0000735,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000736,YAPE,3.0,VTA-0000736,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000737,YAPE,3.0,VTA-0000737,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000738,YAPE,3.0,VTA-0000738,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000739,EFECTIVO,2.0,VTA-0000739,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000741,EFECTIVO,1.6,VTA-0000741,2,2,1,1.0,0.282842712474619,0.8,1.0,0,2,2,0
VTA-0000742,EFECTIVO,0.6,VTA-0000742,1,1,1,0.6,0.0,0.6,1.0,0,1,0,0
VTA-0000743,YAPE,3.0,VTA-0000743,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000744,YAPE,6.5,VTA-0000744,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000746,EFECTIVO,0.8,VTA-0000746,1,1,1,0.8,0.0,0.8,1.0,0,1,0,0
VTA-0000747,EFECTIVO,3.0,VTA-0000747,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000749,EFECTIVO,1.5,VTA-0000749,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000750,EFECTIVO,2.0,VTA-0000750,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000751,EFECTIVO,4.5,VTA-0000751,7,2,1,3.0,1.0606601717798212,0.6428571428571429,0.2857142857142857,1,2,1,1
VTA-0000752,YAPE,3.0,VTA-0000752,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000753,EFECTIVO,3.0,VTA-0000753,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000754,EFECTIVO,3.0,VTA-0000754,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000755,YAPE,1.0,VTA-0000755,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000756,YAPE,4.0,VTA-0000756,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000757,YAPE,8.5,VTA-0000757,2,2,1,6.5,3.181980515339464,4.25,1.0,2,-1,2,2
VTA-0000758,YAPE,3.5,VTA-0000758,1,1,1,3.5,0.0,3.5,1.0,0,1,0,0
VTA-0000759,EFECTIVO,1.5,VTA-0000759,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000760,EFECTIVO,4.9,VTA-0000760,4,3,1,2.5,1.096965511460289,1.225,0.75,1,-1,1,1
VTA-0000761,EFECTIVO,2.4,VTA-0000761,12,1,1,2.4,0.0,0.19999999999999998,0.08333333333333333,1,0,1,1
VTA-0000762,EFECTIVO,2.8,VTA-0000762,5,2,1,2.0,0.8485281374238569,0.5599999999999999,0.4,1,2,1,1
VTA-0000764,EFECTIVO,6.0,VTA-0000764,3,1,1,6.0,0.0,2.0,0.3333333333333333,2,0,2,2
VTA-0000765,YAPE,10.0,VTA-0000765,5,1,1,10.0,0.0,2.0,0.2,2,-1,2,2
VTA-0000768,EFECTIVO,2.0,VTA-0000768,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000769,EFECTIVO,1.0,VTA-0000769,10,1,1,1.0,0.0,0.1,0.1,1,0,1,1
VTA-0000770,EFECTIVO,0.5,VTA-0000770,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000771,YAPE,2.4,VTA-0000771,2,1,1,2.4,0.0,1.2,0.5,0,0,0,0
VTA-0000772,EFECTIVO,6.0,VTA-0000772,1,1,1,6.0,0.0,6.0,1.0,2,1,0,2
VTA-0000773,EFECTIVO,0.6,VTA-0000773,1,1,1,0.6,0.0,0.6,1.0,0,1,0,0
VTA-0000774,EFECTIVO,5.0,VTA-0000774,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000775,YAPE,1.2,VTA-0000775,1,1,1,1.2,0.0,1.2,1.0,0,1,0,0
VTA-0000776,EFECTIVO,1.0,VTA-0000776,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000777,EFECTIVO,0.8,VTA-0000777,4,1,1,0.8,0.0,0.2,0.25,1,0,1,1
VTA-0000778,EFECTIVO,1.2,VTA-0000778,1,1,1,1.2,0.0,1.2,1.0,0,1,0,0
VTA-0000779,YAPE,2.4,VTA-0000779,2,1,1,2.4,0.0,1.2,0.5,0,0,0,0
VTA-0000780,EFECTIVO,5.0,VTA-0000780,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000782,EFECTIVO,4.0,VTA-0000782,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000783,EFECTIVO,0.5,VTA-0000783,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000784,EFECTIVO,1.2,VTA-0000784,1,1,1,1.2,0.0,1.2,1.0,0,1,0,0
VTA-0000785,YAPE,8.5,VTA-0000785,3,2,1,6.5,3.181980515339464,2.8333333333333335,0.6666666666666666,2,-1,2,2
VTA-0000786,EFECTIVO,0.1,VTA-0000786,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000787,EFECTIVO,1.5,VTA-0000787,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000788,EFECTIVO,8.0,VTA-0000788,2,1,1,8.0,0.0,4.0,0.5,2,0,2,2
VTA-0000789,YAPE,3.2,VTA-0000789,3,2,1,3.0,1.9798989873223332,1.0666666666666667,0.6666666666666666,1,2,1,1
VTA-0000790,YAPE,0.5,VTA-0000790,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000791,EFECTIVO,1.4,VTA-0000791,3,2,1,1.2,0.7071067811865475,0.4666666666666666,0.6666666666666666,1,2,1,1
VTA-0000792,YAPE,0.5,VTA-0000792,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000793,EFECTIVO,0.7,VTA-0000793,3,2,1,0.5,0.21213203435596428,0.2333333333333333,0.6666666666666666,0,2,1,0
VTA-0000794,EFECTIVO,0.2,VTA-0000794,2,1,1,0.2,0.0,0.1,0.5,0,0,0,0
VTA-0000795,EFECTIVO,4.0,VTA-0000795,2,2,1,2.0,0.0,2.0,1.0,0,2,2,0
VTA-0000796,EFECTIVO,2.7,VTA-0000796,4,3,1,2.0,0.9643650760992954,0.675,0.75,1,-1,1,1
VTA-0000797,EFECTIVO,1.0,VTA-0000797,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000798,EFECTIVO,0.2,VTA-0000798,2,1,1,0.2,0.0,0.1,0.5,0,0,0,0
VTA-0000799,YAPE,4.0,VTA-0000799,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000800,YAPE,5.5,VTA-0000800,1,1,1,5.5,0.0,5.5,1.0,2,1,0,2
VTA-0000802,EFECTIVO,6.0,VTA-0000802,1,1,1,6.0,0.0,6.0,1.0,2,1,0,2
VTA-0000803,EFECTIVO,3.0,VTA-0000803,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000804,EFECTIVO,2.0,VTA-0000804,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000805,YAPE,2.0,VTA-0000805,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000806,EFECTIVO,10.0,VTA-0000806,2,1,1,10.0,0.0,5.0,0.5,2,-1,2,2
VTA-0000809,YAPE,4.0,VTA-0000809,8,1,1,4.0,0.0,0.5,0.125,1,0,1,1
VTA-0000810,YAPE,1.5,VTA-0000810,3,1,1,1.5,0.0,0.5,0.3333333333333333,1,0,1,1
VTA-0000811,EFECTIVO,4.0,VTA-0000811,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000814,YAPE,5.5,VTA-0000814,1,1,1,5.5,0.0,5.5,1.0,2,1,0,2
VTA-0000815,EFECTIVO,5.0,VTA-0000815,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000816,EFECTIVO,5.0,VTA-0000816,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000817,YAPE,5.0,VTA-0000817,2,1,1,5.0,0.0,2.5,0.5,2,0,0,2
VTA-0000820,YAPE,7.0,VTA-0000820,1,1,1,7.0,0.0,7.0,1.0,2,1,0,2
VTA-0000821,EFECTIVO,1.5,VTA-0000821,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000822,EFECTIVO,1.0,VTA-0000822,10,1,1,1.0,0.0,0.1,0.1,1,0,1,1
VTA-0000823,EFECTIVO,8.0,VTA-0000823,4,1,1,8.0,0.0,2.0,0.25,2,0,2,2
VTA-0000824,YAPE,6.5,VTA-0000824,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000825,EFECTIVO,0.8,VTA-0000825,5,3,1,0.4,0.11547005383792518,0.16,0.6,1,-1,1,1
VTA-0000826,YAPE,3.0,VTA-0000826,3,2,1,2.5,1.4142135623730951,1.0,0.6666666666666666,1,2,1,1
VTA-0000827,EFECTIVO,1.0,VTA-0000827,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000829,YAPE,1.0,VTA-0000829,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000830,EFECTIVO,3.0,VTA-0000830,2,1,1,3.0,0.0,1.5,0.5,0,0,0,0
VTA-0000831,YAPE,8.0,VTA-0000831,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000832,YAPE,2.5,VTA-0000832,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000833,EFECTIVO,3.0,VTA-0000833,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000835,EFECTIVO,3.0,VTA-0000835,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000836,EFECTIVO,8.0,VTA-0000836,3,2,1,6.0,2.8284271247461903,2.6666666666666665,0.6666666666666666,2,-1,2,2
VTA-0000837,EFECTIVO,3.0,VTA-0000837,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000838,EFECTIVO,2.5,VTA-0000838,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000839,EFECTIVO,3.0,VTA-0000839,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000840,EFECTIVO,3.0,VTA-0000840,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000841,YAPE,3.0,VTA-0000841,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000842,YAPE,3.0,VTA-0000842,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000843,YAPE,5.0,VTA-0000843,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000844,YAPE,6.0,VTA-0000844,2,1,1,6.0,0.0,3.0,0.5,2,0,2,2
VTA-0000845,EFECTIVO,3.0,VTA-0000845,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000846,YAPE,3.0,VTA-0000846,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000847,YAPE,6.0,VTA-0000847,2,2,1,5.0,2.8284271247461903,3.0,1.0,2,-1,2,2
VTA-0000848,YAPE,3.0,VTA-0000848,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000849,EFECTIVO,3.0,VTA-0000849,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000851,EFECTIVO,1.0,VTA-0000851,10,1,1,1.0,0.0,0.1,0.1,1,0,1,1
VTA-0000852,YAPE,3.5,VTA-0000852,7,1,1,3.5,0.0,0.5,0.14285714285714285,1,0,1,1
VTA-0000854,EFECTIVO,0.6,VTA-0000854,1,1,1,0.6,0.0,0.6,1.0,0,1,0,0
VTA-0000855,EFECTIVO,1.5,VTA-0000855,6,1,1,1.5,0.0,0.25,0.16666666666666666,1,0,1,1
VTA-0000856,EFECTIVO,4.0,VTA-0000856,8,1,1,4.0,0.0,0.5,0.125,1,0,1,1
VTA-0000857,EFECTIVO,2.0,VTA-0000857,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000858,EFECTIVO,1.0,VTA-0000858,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000859,EFECTIVO,1.0,VTA-0000859,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000860,EFECTIVO,2.0,VTA-0000860,8,1,1,2.0,0.0,0.25,0.125,1,0,1,1
VTA-0000861,YAPE,4.0,VTA-0000861,2,2,1,3.0,1.4142135623730951,2.0,1.0,0,2,2,0
VTA-0000862,EFECTIVO,0.5,VTA-0000862,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000863,YAPE,0.5,VTA-0000863,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000864,EFECTIVO,0.5,VTA-0000864,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000865,EFECTIVO,0.5,VTA-0000865,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000866,EFECTIVO,1.0,VTA-0000866,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000867,YAPE,0.5,VTA-0000867,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000868,EFECTIVO,1.0,VTA-0000868,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000869,EFECTIVO,0.5,VTA-0000869,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000870,EFECTIVO,2.0,VTA-0000870,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000873,EFECTIVO,0.5,VTA-0000873,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000874,YAPE,5.5,VTA-0000874,1,1,1,5.5,0.0,5.5,1.0,2,1,0,2
VTA-0000875,YAPE,0.5,VTA-0000875,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000876,EFECTIVO,0.5,VTA-0000876,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000877,YAPE,8.0,VTA-0000877,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000878,EFECTIVO,0.5,VTA-0000878,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000879,YAPE,8.0,VTA-0000879,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000880,YAPE,0.5,VTA-0000880,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000881,EFECTIVO,3.0,VTA-0000881,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000882,EFECTIVO,2.0,VTA-0000882,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
